NPSN,Nama_sekolah,Jenjang,Akreditasi,Peserta Didik,Rombel,Guru,Pegawai,R.Kelas,R.Lab,R.Perpus,SPP,Kurikulum,Yayasan,Jumlah Sekolah Naungan Yayasan,Grade Yayasan Sekolah,Tanggal SK Pendirian,Umur,meter listrik,harga_listrik_per_bulan,luas tanah,Harga Tanah Pasaran per kecamatan,estimasi harga tanah sekolah,Website,is_surabaya,is_website,is_agama
20532183,SMKS KAL 1 SURABAYA,SMK,A,661,23,42,5,21,2,1,800000,Kurikulum Merdeka,HANG TUAH CABANG SURABAYA,25,6,1977,48,129999,53039592000,7809,9840000,76840560000,http://www.smkkal-1.sch.id,1,1,0
20532151,SMA KATOLIK ST LOUIS 2,SMA,A,404,12,18,12,12,5,1,2100000,Kurikulum Merdeka,Yayasan Lazaris,4,3,1983,42,28000,11424000000,4560,16040000,73142400000,http://smakstlouis2.sch.id,1,1,1
20549496,SD SANTO CAROLUS,SD,A,405,13,19,9,17,2,1,800000,Kurikulum Merdeka,Yayasan Tarakanita,9,5,2011,14,105000,42840000000,3200,8020000,25664000000,http://www.sd-carolus-sby.tarakanita.sch.id,1,1,1
20539882,SD MUTIARA BUNDA 2,SD,A,154,6,6,1,8,2,1,800000,Kurikulum Merdeka,MUTIARA BUNDA 2,1,1,2004,21,23000,0,1419,5500000,7804500000,http://mutiarabunda.sch.id,0,1,0
20532606,SMP YPPI-1,SMP,A,120,6,10,4,6,3,1,750000,Kurikulum Merdeka,YAYASAN PENDIDIKAN DAN PENGAJARAN INDONESIA (YPPI),15,10,1976,49,33000,13464000000,2502,6680000,16713360000,http://yppi.sch.id/contact.php,1,1,0
69856217,SMA PEMBANGUNAN JAYA 2,SMA,A,202,6,14,2,8,5,1,750000,Kurikulum Merdeka,YAYASAN PENDIDIKAN JAYA,9,5,2014,11,105000,0,2960,5000000,14800000000,http://smapjsidoarjo.sch.id/,0,1,0
20532266,SMKS 17 AGUSTUS 1945 SURABAYA,SMK,A,738,26,40,6,35,3,1,700000,Kurikulum Merdeka,PERKUMPULAN PENGELOLA PENDIDIKAN SARASWATI,1,1,1996,29,105000,42840000000,4017,12000000,48204000000,http://www.smktag.sch.id,1,1,0
20532133,SMA KRISTEN GLORIA 1,SMA,A,411,14,34,8,22,7,1,2350000,Kurikulum Internasional,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,1984,41,197000,80376000000,5464,13750000,75130000000,http://www.gloriaschool.org,1,1,1
20533069,SD MUHAMMADIYAH 6 SURABAYA,SD,A,411,18,25,8,18,3,1,700000,Kurikulum Merdeka,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,1961,64,66000,26928000000,1632,16890000,27564480000,http://www.sdmusix.com,1,1,1
20551658,SD KREATIF THE NAFF,SD,A,206,11,19,2,13,0,1,700000,Kurikulum Merdeka,YAYASAN NAFF PALIL,7,4,2007,18,5500,0,960,2670000,2563200000,http://www.thenaff.com,0,1,0
69896629,SD SINAR MULIA INDONESIA,SD,A,129,6,10,3,7,2,1,650000,Kurikulum Merdeka,Yayasan Menorah Indonesia,6,6,2015,10,57993,23661144000,800,7760000,6208000000,http://smischool.sch.id,1,1,0
20573303,SD ISLAM AL AZHAR 35 SURABAYA,SD,A,416,18,24,3,18,2,1,5300000,Kurikulum Internasional,YAYASAN PESANTREN ISLAM AL AZHAR CABANG JAWA TIMUR,6,4,2010,15,50000,2040000000,2901,15750000,45690750000,http://www.sdia35.sch.id,1,1,1
69991625,SD ISLAM TERPADU AT TAQWA 2,SD,A,422,18,25,5,18,1,1,1400000,Kurikulum Internasional,YAYASAN AT-TAQWA,8,6,2019,6,99000,40392000000,1154,12670000,14621180000,http://sd2.sekolahattaqwa.sch.id,1,1,1
20532730,SMP KATOLIK SANTA CLARA,SMP,A,425,15,33,5,15,3,1,1050000,Kurikulum Merdeka,Yayasan Puspita Kencana,4,4,1973,52,25000,10200000000,4698,15630000,73429740000,http://www.sanclar-mc.sch.id,1,1,1
20571470,SMP UNGGULAN BAITUL FATAH,SMP,B,360,12,16,4,12,2,1,650000,Kurikulum Merdeka,YAYASAN PENDIDIKAN ISLAM BAITUL FATTAH,3,3,2009,16,10600,4324800000,1422,8890000,12641580000,http://www.baitulfaah.sch.id,1,1,0
20532162,SMAS MUHAMMADIYAH 3 SURABAYA,SMA,A,431,14,26,8,21,5,1,550000,Kurikulum Merdeka,"Pimpinan Wilayah Muhammadiyah (PWM), Jawa Timur",7,2,1978,47,50000,20400000000,2510,16890000,42393900000,http://smamgasby.sch.id,1,1,1
20532848,SD ROUDLOTUL ULUM,SD,A,501,17,20,2,17,1,1,650000,Kurikulum Merdeka,YAYASAN MASJID ROUDLOTUL ULUM DUPAK BARU,1,1,1971,54,21000,8568000000,527,21280000,11214560000,http://sdroudlotululum.com,1,1,0
20584023,SD ISLAM TERPADU DAARUL MUTTAQIEN,SD,A,440,15,22,4,24,2,1,700000,Kurikulum Merdeka,Yayasan Pesantren Terpadu Daarul Muttaqien,2,2,2012,13,105000,42840000000,168,8890000,1493520000,http://daarulmuttaqien.sch.id,1,1,1
20532171,SMAS MUHAMMADIYAH 1,SMA,A,442,14,26,2,15,2,1,1000000,Kurikulum Merdeka,"Pimpinan Wilayah Muhammadiyah (PWM), Jawa Timur",7,2,1978,47,45000,1836000000,4000,6680000,26720000000,http://smam1-sby.sch.id,1,1,1
20563932,SDS MUHAMMADIYAH 26,SD,A,446,19,31,6,21,2,1,750000,Kurikulum Merdeka,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,2009,16,66000,26928000000,1580,12000000,18960000000,http://www.sdmuh26sby.sch.id,1,1,1
20533062,SD KYAI IBRAHIM,SD,A,518,19,25,6,23,1,1,650000,Kurikulum Merdeka,Yayasan Sosial dan Pendidikan Kyai Ibrahim,1,1,1969,56,60,24480000,600,8020000,4812000000,http://www.sdkyaiibrahim.com,1,1,0
20532113,SMAS WIJAYA PUTRA,SMA,A,374,12,22,3,12,6,1,600000,Kurikulum Merdeka,YAYASAN INSAN INDONESIA MANDIRI,3,3,1992,33,250000,102000000000,4000,5700000,22800000000,http://www.wijayaputra.sch.id,1,1,0
20532492,SMP SANTA MARIA,SMP,A,463,15,24,11,15,4,1,2000000,Kurikulum Merdeka,Yayasan Paratha Bhakti,5,5,1948,77,32999,13463592000,5250,32070000,168367500000,http://www.smp.sanmarosu.org,1,1,1
20552198,SMKS FARMASI SURABAYA,SMK,A,407,12,25,15,21,4,1,600000,Kurikulum Merdeka,Yayasan Kepharmasian Surabaya,3,3,1971,54,98999,40391592000,2409,27590000,66464310000,http://www.smkfarmasisurabaya.sch.id,1,1,0
20532744,SMP KRISTEN PETRA 5 SURABAYA,SMP,A,471,16,32,13,21,5,1,1250000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,1990,35,196000,79968000000,3654,8020000,29305080000,http://smp5.pppkpetra.or.id,1,1,1
20532704,SMKS WIJAYA PUTRA SURABAYA,SMK,A,460,18,34,6,18,4,1,600000,Kurikulum Merdeka,YAYASAN INSAN INDONESIA MANDIRI,3,3,1989,36,197000,80376000000,4000,5700000,22800000000,http://wijayaputra.sch.id,1,1,0
20539988,SMP MIFTAHUL ULUM,SMP,B,156,6,9,2,6,2,1,600000,Kurikulum Merdeka,MIFTAHUL ULUM,51,8,2015,10,4800,0,,1000000,,-,0,0,0
20532131,SMAS KATOLIK FRATERAN,SMA,A,496,14,35,13,44,4,1,1500000,Kurikulum Merdeka,Mardi Wiyata,4,3,1964,61,93000,37944000000,2904,9840000,28575360000,http://frateran.sch.id,1,1,1
20532404,SMAS GIKI 3 SURABAYA,SMA,A,154,6,11,8,10,4,1,550000,Kurikulum Merdeka,Yayasan GITA KIRTTI Surabaya,9,5,2006,19,170000,69360000000,1873,12000000,22476000000,http://www.smagiki3sby.sch.id,1,1,0
69976787,SD LABSCHOOL UNESA 2,SD,A,280,14,18,3,13,1,1,550000,Kurikulum Merdeka,Yayasan Dharma Wanita Universitas Negeri Surabaya,11,7,2016,9,14000,5712000000,1000,12670000,12670000000,http://sdlabschoolunesa2.sch.id,1,1,0
20532087,SMAS SANTA MARIA,SMA,A,506,15,29,10,26,7,2,2100000,Kurikulum Merdeka,Yayasan Paratha Bhakti,5,5,1951,74,32999,0,1500,32070000,48105000000,https://sma-sby.sanmarosu-jatim.sch.id/,1,1,1
20532368,SMA LABSCHOOL UNESA 1,SMA,A,392,12,13,2,12,6,1,550000,Kurikulum Merdeka,Yayasan Dharma Wanita Universitas Negeri Surabaya,11,7,1994,31,10000,4080000000,10000,12670000,126700000000,http://www.labschool-unesa.com,1,1,0
20532993,SDIT AL USWAH SURABAYA,SD,A,515,19,31,13,19,2,1,1130000,Kurikulum Merdeka,Ukhuwah Islamiyah,3,3,2002,23,33000,13464000000,2925,12000000,35100000000,http://sdit.aluswahsby.sch.id,1,1,1
20501847,SMA HANG TUAH 2 GEDANGAN,SMA,A,1267,35,39,16,36,6,1,545000,Kurikulum Merdeka,HANG TUAH CABANG SURABAYA,35,6,1988,37,99000,0,,5000000,,http://www.smahangtuah2sda.sch.id,0,1,0
20532766,SMP GIKI 1,SMP,A,430,13,20,10,13,3,1,525000,Kurikulum Merdeka,Yayasan GITA KIRTTI Surabaya,9,5,1958,67,35000,14280000000,7500,24000000,180000000000,https://smpgiki1sby.sch.id/,1,1,0
69976788,SMP LABSCHOOL UNESA 3,SMP,A,209,8,17,2,9,2,2,500000,Kurikulum Merdeka,Yayasan Dharma Wanita Universitas Negeri Surabaya,11,7,2016,9,66000,2692800000,7260,12670000,91984200000,http://www.spelabsa.sch.id/,1,1,0
20532373,SMAS DHARMA WANITA SURABAYA,SMA,A,361,12,13,8,16,5,1,500000,Kurikulum Merdeka,Yayasan Dharma Wanita Persatuan Kota Surabaya,3,3,1983,42,53000,21624000000,6034,10000000,60340000000,http://smadhanisby.sch.id/,1,1,0
20531930,SDS SEKOLAH ALAM INSAN MULIA SURABAYA,SD,A,534,22,30,1,24,5,1,1600000,Kurikulum Merdeka,YAYASAN INSAN MULIA,5,5,2000,25,33000,1346400000,1089,12000000,13068000000,http://www.saim.sch.id,1,1,1
69763591,KB DON BOSCO,KB,A,20,3,3,0,3,0,0,500000,Kurikulum Merdeka,Yayasan Santa Louisa,5,4,1996,29,23000,9384000000,3720,16040000,59668800000,http://www.tkkdonboscosby.com,1,1,0
69763674,KB CITRA BERKAT,KB,A,24,2,1,1,2,0,0,500000,Kurikulum Merdeka,YAYASAN CITRA BERKAT,5,5,2006,19,5000,2040000000,5000,5700000,28500000000,http://citraberkat.sch.id,1,1,0
20558611,SMP KRISTEN GLORIA 2,SMP,A,552,19,38,8,27,4,1,2100000,Kurikulum Merdeka,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,2008,17,11000,4488000000,5000,15750000,78750000000,http://www.gloriaschool.org,1,1,1
20532370,SMAS DAPENA 1 SURABAYA,SMA,B,22,3,9,3,7,5,1,500000,Kurikulum Merdeka,DAPENA,4,4,1976,49,3500,1428000000,2510,15630000,39231300000,http://yysdapena.blogspot.com,1,0,0
20533115,SD KRISTEN GLORIA 2 SURABAYA,SD,A,561,22,29,4,26,3,1,2250000,Kurikulum Internasional,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,1996,29,55000,22440000000,4000,24000000,96000000000,http://www.gloriaschool.org,1,1,1
20532762,SMP HANG TUAH 1,SMP,A,612,18,25,10,21,3,1,500000,Kurikulum Merdeka,HANG TUAH CABANG SURABAYA,25,6,1958,67,86000,35088000000,2538,16890000,42866820000,http://www.smphangtuah1sby.sch.id/,1,1,0
20532387,SMAS DR SOETOMO,SMA,A,654,19,32,19,20,5,1,500000,Kurikulum Merdeka,YAYASAN PENDIDIKAN CENDEKIA UTAMA,3,3,1983,42,14000,5712000000,7250,12000000,87000000000,https://smadrsoetomo.sch.id,1,1,0
20573861,SMKS WACHID HASYIM 2 SURABAYA,SMK,A,1313,39,42,6,39,5,1,500000,Kurikulum Merdeka,WACHID HASYIM SURABAYA,11,5,2007,18,66000,26928000000,4590,5090000,23363100000,http://smkwh2-sby.sch.id,1,1,0
20532138,SMAS KATOLIK SANTA AGNES,SMA,A,596,18,35,6,23,6,1,1200000,Kurikulum Merdeka,YAYASAN YOSEPH FREINADEMETZ,3,3,1964,61,36000,14688000000,3900,8570000,33423000000,http://smakstagnes.sch.id,1,1,1
20558613,SD KRISTEN GLORIA 3,SD,A,605,25,43,8,34,3,1,2250000,Kurikulum Internasional,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,2008,17,138000,56304000000,5000,15750000,78750000000,http://www.gloriaschool.org/,1,1,1
20533139,SD LABSCHOOL UNESA 1,SD,A,299,13,26,6,18,4,2,455000,Kurikulum Merdeka,Yayasan Dharma Wanita Universitas Negeri Surabaya,11,7,1999,26,13200,5385600000,4915,10420000,51214300000,http://sdls1.labschoolunesa.sch.id/,1,1,0
20539237,SMAS KR PIRNGADI,SMA,A,85,3,11,1,19,1,1,450000,Kurikulum Merdeka,YBPPK PIRNGADI,4,4,1978,47,25000,10200000000,2150,21280000,45752000000,http://www.smakpirngadi-surabaya.sch.id,1,1,0
20532149,SMAS KEMALA BHAYANGKARI 1 SURABAYA,SMA,A,910,26,33,9,37,5,2,450000,Kurikulum Merdeka,Yayasan Kemala Bhayangkari,22,5,1988,37,124998,50999184000,3870,10420000,40325400000,http://www.smakmlbhayangkari1sby.sch.id,1,1,0
20532194,SMKS KRISTEN PETRA SURABAYA,SMK,A,636,21,35,15,21,3,1,1700000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,2006,19,276000,112608000000,8000,8020000,64160000000,http://smk.pppkpetra.or.id,1,1,1
20532677,SMKS KATOLIK ST LOUIS,SMK,A,654,24,40,20,18,2,1,1250000,Kurikulum Merdeka,Yayasan Lazaris,4,3,1978,47,150000,61200000000,2275,16040000,36491000000,http://www.smkstlouis.sch.id,1,1,1
20532692,SMKS TEKNIK PAL SURABAYA,SMK,A,996,28,46,4,28,3,2,450000,Kurikulum Merdeka,Pusdiklat PAL Indonesia,1,1,2001,24,66000,26928000000,8000,7000000,56000000000,http://smkteknikpal.sch.id,1,1,0
20532180,SMKS KETINTANG SURABAYA,SMK,A,1765,53,74,21,54,5,1,450000,Kurikulum Merdeka,YAYASAN PENDIDIKAN WIDYA DHARMA SURABAYA,2,2,2010,15,140000,57120000000,8120,16890000,137146800000,http://smkketintang.sch.id,1,1,0
20532670,SMP AL HIKMAH SURABAYA,SMP,A,659,22,73,14,37,4,1,2500000,Kurikulum Merdeka,YAYASAN LEMBAGA PENDIDIKAN ISLAM AL HIKMAH,2,2,2001,24,150000,6120000000,11000,8100000,89100000000,http://www.alhikmahsby.sch.id,1,1,1
69988281,SMK TELKOM SIDOARJO,SMK,A,717,22,30,5,22,4,1,450000,Kurikulum Merdeka,Yayasan Pendidikan Telkom,45,7,2019,6,131000,0,7125,4500000,32062500000,http://www.smktelkom-sda.sch.id,0,1,0
20531846,SD AL FALAH SURABAYA,SD,A,683,25,37,6,31,3,1,1510000,Kurikulum Merdeka,Yayasan Masjid Al Falah Surabaya,3,3,1991,34,130000,53040000000,1128,16890000,19051920000,http://www.alfalahsby.com,1,1,1
20532530,SMP MUHAMMADIYAH 5 SURABAYA,SMP,A,689,22,31,20,22,3,1,1100000,Kurikulum Merdeka,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,1971,54,49999,20399592000,840,15630000,13129200000,http://www.spemma.sch.id,1,1,1
P9997216,PKBM IBADURRAHMAN,PKBM,A,182,10,16,3,11,0,0,445000,Kurikulum Merdeka,,0,0,2020,5,5500,0,,4500000,,-,0,0,0
20549721,SMAS AL HIKMAH SURABAYA,SMA,A,690,21,61,16,30,6,2,2800000,Kurikulum Merdeka,YLPI Al Hikmah,1,1,2005,20,80000,195840000000,11000,8100000,89100000000,http://sma.alhikmahsby.sch.id/,1,1,1
20532975,SD ISLAM MARYAM,SD,A,706,28,34,3,30,2,2,400000,Kurikulum Merdeka,YAYASAN MARYAM SURABAYA,5,5,2011,14,64000,26112000000,4368,15630000,68271840000,http://www.sdislammaryam.sch.id,1,1,1
20540048,SMA ANTARTIKA,SMA,A,1435,40,60,26,40,6,2,430000,Kurikulum Merdeka,YAYASAN PENDIDIKAN WAHYUHANA SURABAYA,6,3,1974,51,900,0,8731,3500000,30558500000,http://www.smaantarda.org,0,1,0
20549495,SD ISLAM TERPADU AT-TAQWA,SD,A,726,24,31,3,29,3,1,800000,Kurikulum Merdeka,YAYASAN AT-TAQWA,8,6,2007,18,33000,13464000000,1536,12670000,19461120000,-,1,0,1
20533142,SD KRISTEN PETRA 10 SURABAYA,SD,A,729,24,32,4,24,2,1,1050000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,1984,41,164000,66912000000,3460,13750000,47575000000,http://sd10.pppkpetra.sch.id,1,1,1
20532256,SMKS BUBUTAN,SMK,B,174,9,16,4,10,4,1,400000,Kurikulum Merdeka,YAYASAN LEMBAGA PENAMBAH PENDIDIKAN UMUM DAN KEJURUAN PERWAKILAN SURABAYA,1,1,1977,48,5500,2244000000,369,21280000,7852320000,http://www.smkbubutan-sby.sch.id,1,1,0
20532521,SMP KRISTEN PETRA 3,SMP,A,741,25,49,11,28,4,1,1400000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,1983,42,345000,140760000000,4692,15750000,73899000000,http://smp3.pppkpetra.or.id,1,1,1
20570825,SMAS KRISTEN GLORIA 2 SURABAYA,SMA,A,746,23,44,8,36,6,1,2350000,Kurikulum Internasional,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,2010,15,15000,6120000000,6000,15750000,94500000000,http://www.gloriaschool.org,1,1,1
20533108,SD KRISTEN PETRA 5,SD,A,765,24,42,4,25,2,2,1050000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,1972,53,190000,77520000000,6000,12000000,72000000000,http://www.pppkpetra.or.id,1,1,1
20559067,TK INTAN PERMATA HATI,TK,A,59,4,3,2,4,0,1,400000,Kurikulum Merdeka,Yayasan Intan Eduka,10,5,2001,24,97000,39576000000,2500,13750000,34375000000,http://www.iphschools.sch.id,1,1,0
20532746,SMP KRISTEN PETRA 1,SMP,A,775,26,50,12,27,4,2,1400000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,1987,38,197000,80376000000,8000,24000000,192000000000,http://www.smp1.pppkpetra.co.id,1,1,1
20532792,SMP INSTITUT INDONESIA,SMP,B,98,4,6,1,6,2,1,400000,Kurikulum Merdeka,YAYASAN INSTITUT INDONESIA 48,1,1,1980,45,1300,530400000,1360,15750000,21420000000,http://smpiisby.sch.id/,1,1,0
20533077,SD MUHAMMADIYAH 11,SD,A,793,24,33,5,26,1,1,600000,Kurikulum Merdeka,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,2009,16,33000,13464000000,800,9840000,7872000000,http://www.sdm11sby.sch.id,1,1,1
20554119,SMKS PURUHITA SURABAYA,SMK,B,26,0,4,2,0,0,0,400000,Kurikulum Merdeka,Yayasan Wijaya Kusuma,1,1,,0,,0,80,16890000,1351200000,http://www.smkpuruhita.com,1,1,0
20560512,TK CITRA BERKAT,TK,A,142,6,6,1,7,0,1,400000,Kurikulum Merdeka,YAYASAN CITRA BERKAT,5,5,2005,20,5000,68000000,6000,5700000,34200000000,-,1,0,0
20532108,SMAS WACHID HASYIM 1 SURABAYA,SMA,A,658,19,33,8,19,5,1,400000,Kurikulum Merdeka,WACHID HASYIM SURABAYA,11,5,1976,49,33000,448800000,3500,9390000,32865000000,http://sma-waha1.sch.id,1,1,1
20561736,TK AGRIPINA,TK,A,44,2,2,1,6,0,0,400000,Kurikulum Merdeka,,0,0,2001,24,5000,68000000,10200,7760000,79152000000,-,1,0,0
69763431,KB AGRIPINA,KB,A,17,2,2,1,2,0,1,400000,Kurikulum Merdeka,,0,0,2009,16,,0,10200,7760000,79152000000,-,1,0,0
20532480,SMP TAMAN PELAJAR,SMP,A,798,24,32,8,24,4,1,400000,Kurikulum Merdeka,YAYASAN PENDIDIKAN TAMAN PELAJAR,1,1,1948,77,68999,938386400,2704,13750000,37180000000,http://www.smptp.sch.id,1,1,0
20531858,SD AL HIKMAH GAYUNGAN,SD,A,1047,36,70,8,36,3,1,1900000,Kurikulum Merdeka,YAYASAN LEMBAGA PENDIDIKAN ISLAM AL HIKMAH,2,2,1990,35,300000,4080000000,6000,10420000,62520000000,http://www.sd.alhikmahsby.sch.id,1,1,1
20532163,SMAS MUHAMMADIYAH 2,SMA,A,1107,31,63,26,37,7,1,990000,Kurikulum Merdeka,"Pimpinan Wilayah Muhammadiyah (PWM), Jawa Timur",7,2,1980,45,33000,448800000,4269,15630000,66724470000,http://www.smamda.net,1,1,1
69924936,KB SANG KHALIFAH SCHOOL (SAKHA SCHOOL),KB,A,133,9,15,2,9,0,1,400000,Kurikulum Merdeka,SANG KHALIFAH SCHOOL (SAKHA SCHOOL),1,1,2015,10,5500,74800000,130,5000000,650000000,-,0,0,1
20561993,TK DON BOSCO,TK,A,97,7,8,1,7,0,0,390000,Kurikulum Merdeka,Yayasan Santa Louisa,5,4,1988,37,23000,312800000,3720,16040000,59668800000,http://tkdonboscosby.com,1,1,0
20532145,SMA KATOLIK ST.LOUIS 1,SMA,A,1328,37,60,34,41,6,1,2200000,Kurikulum Merdeka,Yayasan Lazaris,4,3,1989,36,436800,5940480000,2600,32070000,83382000000,http://www.smakstlouis1sby.sch.id,1,1,1
20533068,SD MUHAMMADIYAH 4 SURABAYA,SD,A,1445,52,79,10,55,4,1,1500000,Kurikulum Internasional,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,1978,47,100000,1360000000,1854,15630000,28978020000,http://www.mudipat.co,1,1,1
20533118,SD KHM NOER,SD,A,482,18,22,4,9,3,1,380000,Kurikulum Merdeka,KH M NOER,2,2,2010,15,5500,74800000,910,9390000,8544900000,http://www.khm.noer.com,1,1,0
20532767,SMP GEMA 45 SURABAYA,SMP,A,490,15,22,5,21,3,1,380000,Kurikulum Merdeka,YAYASAN PERJUANGAN 45,3,3,1990,35,23000,312800000,3024,16040000,48504960000,http://smpgema.wordpress.com/,1,0,0
20552745,SMP LABSCHOOL UNESA 2,SMP,A,144,6,13,3,6,2,1,375000,Kurikulum Merdeka,Yayasan Dharma Wanita Universitas Negeri Surabaya,11,7,2005,20,66000,897600000,1170,10420000,12191400000,http://smplabsa2.sch.id,1,1,0
20532691,SMKS PRAPANCA 1 SURABAYA,SMK,B,48,6,8,2,9,1,1,375000,Kurikulum Merdeka,PENDIDIKAN WARTAWAN JAWA TIMUR,4,3,1993,32,33000,448800000,9897,12000000,118764000000,smk-prapanca.sch.id,1,1,0
20532634,SMP BAITUSSALAM,SMP,A,159,6,14,5,13,4,1,350000,Kurikulum Merdeka,Yayasan Masjid Baitussalam,1,1,1995,30,33000,448800000,1660,8100000,13446000000,-,1,0,0
20532605,SMP WACHID HASYIM 7 SURABAYA,SMP,A,581,19,28,8,19,2,1,350000,Kurikulum Merdeka,WACHID HASYIM SURABAYA,11,5,2007,18,23000,312800000,2180,5700000,12426000000,http://smpwachidhasyim7sby.blogspot.com,1,0,1
20532591,SMP WACHID HASYIM 1 SURABAYA,SMP,A,816,26,36,14,31,3,1,350000,Kurikulum Merdeka,WACHID HASYIM SURABAYA,11,5,1951,74,10000,136000000,4759,9390000,44687010000,http://smpwachidhasyim1sby.sch.id,1,1,1
20540097,SMK DARMA SISWA 1 SIDOARJO,SMK,A,505,13,19,4,12,5,1,350000,Kurikulum Merdeka,PPKKBHS,4,3,1990,35,83500,1135600000,4010,7530000,30195300000,-,0,0,0
20540082,SMK DARMA SISWA 2 SIDOARJO,SMK,A,416,12,22,4,13,2,1,350000,Kurikulum Merdeka,PPKKBHS,4,3,1992,33,6600,89760000,11000,7530000,82830000000,http://www.smkdarmasiswasidoarjo.sch.id,0,1,0
P9996968,PKBM IMAM MUSLIM ISLAMIC SCHOOL,PKBM,B,231,16,18,3,16,0,0,350000,Kurikulum Merdeka,,0,0,2018,7,27500,374000000,612,5500000,3366000000,http://imis.sch.id,0,1,1
69985175,SDI TARBIYATUL UMMAH,SD,A,217,11,9,2,11,1,1,350000,Kurikulum Merdeka,AL MANSHUR TARBIYATUL UMMAH,1,1,2021,4,10600,144160000,1600,3500000,5600000000,-,0,0,0
20502310,SD HANGTUAH 9,SD,A,201,11,14,2,22,2,1,350000,Kurikulum Merdeka,HANG TUAH CABANG SURABAYA,35,6,1996,29,22000,299200000,54180,2670000,144660600000,-,0,0,0
20540072,SMA WACHID HASYIM 2,SMA,A,1464,36,50,7,36,5,1,330000,Kurikulum Merdeka,YAYASAN PENDIDIKAN DAN SOSIAL MA`ARIF TAMAN SEPANJANG,25,7,1976,49,50000,680000000,1448,5500000,7964000000,http://www.smawh2.sch.id,0,1,0
20532267,SMKS 45 SURABAYA,SMK,A,524,19,30,14,34,3,1,325000,Kurikulum Merdeka,Pendidikan 45 Surabaya,1,1,,,21994,299118400,2292,15630000,35823960000,http://www.smk45sby.sch.id,1,1,0
20540046,SMA AL ISLAM KRIAN,SMA,A,1450,41,63,20,50,9,1,1000000,Kurikulum Merdeka,Yayasan Perguruan Al-Islam Krian,4,4,2020,5,23000,312800000,82110,2600000,213486000000,http://www.smaliska.sch.id,0,1,1
20532092,SMAS SASANA BHAKTI,SMA,B,80,5,10,2,6,2,1,325000,Kurikulum Merdeka,YAYASAN PENDIDIKAN SASANA BHAKTI,4,4,1970,55,10000,136000000,1879,7000000,13153000000,http://www.smasasanabhakti.wordpress.com,1,0,0
20533036,SD GIKI 1 SURABAYA,SD,A,145,6,10,4,6,2,1,300000,Kurikulum Merdeka,Yayasan GITA KIRTTI Surabaya,9,5,2011,14,12000,163200000,7500,16040000,120300000000,http://sdgiki1surabaya.com,1,1,0
20532191,SMK LABSCHOOL UNESA 1,SMK,B,288,10,16,5,10,4,1,300000,Kurikulum Merdeka,Yayasan Dharma Wanita Universitas Negeri Surabaya,11,7,1999,26,40000,544000000,5592,8570000,47923440000,http://smkikipsby.sch.id,1,1,0
20571417,SMK KESEHATAN BINA HUSADA,SMK,B,351,11,12,4,12,4,1,300000,Kurikulum Merdeka,PUTRA BINA CENDEKIA,1,1,2010,15,1200,16320000,2800,8570000,23996000000,http://smkkbinahusada.sby.go.id,1,1,0
20532615,SMP YP 17 SURABAYA,SMP,A,780,24,36,13,29,3,1,300000,Kurikulum Merdeka,YAYASAN PENDIDIKAN 17 JAWA TIMUR,2,2,1988,37,112196,1525865600,5360,9390000,50330400000,http://smpyp17sby.sch.id,1,1,0
20577261,SMK SEPULUH NOPEMBER SIDOARJO,SMK,A,1831,44,44,8,35,10,1,300000,Kurikulum Merdeka,Yayasan Purnama,6,5,2011,14,131000,1781600000,9896,3500000,34636000000,http://www.SMKepuluhnopembersda.sch.id/,0,1,0
20540064,SMA MUHAMMADIYAH 2,SMA,A,1150,32,59,47,39,10,2,450000,Kurikulum Merdeka,Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur,198,4,1978,47,,0,30229,4500000,136030500000,http://smamda.sch.id,0,1,1
69763271,SMA PLUS DARMA SISWA,SMA,A,77,3,6,1,3,4,1,300000,Kurikulum Merdeka,PPKKBHS,4,3,2019,6,6600,89760000,2407,7530000,18124710000,http://www.smaplusdarmasiswa.sch.id,0,1,0
